target,gr_code,model,gdt_ts,lddt,tm_score,inf_all,global_rmsd,clashscore
R1138,392,3,7.153,0.5124329196789643,0.2132,0.76,79.05,34.84
R1138,392,4,6.319,0.5206984344576403,0.1801,0.77,61.41,37.61
R1138,392,5,7.083,0.5390910684995561,0.2558,0.79,45.67,39.08
R1138,416,1,7.153,0.5728465344726181,0.2845,0.85,40.79,4.25
R1138,416,2,6.389,0.5150974103068982,0.2831,0.69,41.3,46.84
R1138,416,3,6.007,0.5743154291131333,0.241,0.85,43.57,3.64
R1138,416,4,8.021,0.5720684210141778,0.2713,0.78,46.87,42.63
R1138,416,5,8.611,0.5916020826407636,0.3175,0.86,38.64,3.81
R1138,434,1,5.451,0.5550723042752402,0.1804,0.83,49.3,0.48
R1138,434,2,5.868,0.5695300770076606,0.1747,0.83,58.57,0.43
R1138,434,3,5.729,0.5735715636062089,0.2206,0.84,49.46,0.35
R1138,434,4,5.903,0.554377869978337,0.1919,0.82,60.66,0.74
R1138,434,5,5.833,0.5420627632525873,0.2339,0.81,50.41,0.65
R1138,439,1,8.611,0.5916020826407636,0.3175,0.86,38.64,3.81
R1138,439,2,5.59,0.5606305184865876,0.2612,0.84,39.05,4.33
R1138,439,3,7.153,0.5728465344726181,0.2845,0.85,40.79,4.25
R1138,439,4,8.021,0.5720684210141778,0.2713,0.78,46.87,42.63
R1138,439,5,8.438,0.564416058727474,0.2769,0.74,40.83,49.87
R1138,470,1,3.715,0.3845853041435311,0.1723,0.54,50.08,479.87
R1138,470,2,3.854,0.3479242876520821,0.1789,0.43,50.72,493.68
R1138,470,3,4.271,0.3538245662140294,0.1965,0.47,49.63,413.34
R1138,470,4,3.958,0.3536465441492643,0.1746,0.46,50.01,478.45
R1138,470,5,3.889,0.371692561162275,0.1758,0.52,49.44,471.19
R1138,489,1,4.444,0.4201382007931018,0.2053,0.62,49.11,407.87
R1138,489,2,3.646,0.3422184316082107,0.1659,0.45,52.85,486.48
R1138,489,3,3.646,0.3566291704872159,0.1799,0.49,48.16,479.0
R1138,489,4,3.472,0.3499415729947139,0.1762,0.48,52.84,429.65
R1138,489,5,3.924,0.3885773720587859,0.1736,0.57,51.76,393.72
R1149,029,1,12.903,0.3044037406042267,0.3024,0.46,39.15,5.8
R1149,029,2,14.919,0.393831514506255,0.2528,0.51,25.94,18.91
R1149,029,3,19.556,0.4685130937243477,0.2808,0.66,27.29,0.25
R1149,029,4,15.121,0.4339529214595871,0.244,0.52,25.74,14.38
R1149,035,1,25.403,0.6581990696776062,0.2875,0.84,19.93,13.37
R1149,035,2,27.419,0.6953001014019218,0.3239,0.86,14.29,10.09
R1149,035,3,42.944,0.7394936342126865,0.4745,0.88,7.98,15.38
R1149,035,4,29.032,0.6923691029953806,0.3327,0.89,14.47,13.11
R1149,035,5,28.226,0.701306153326144,0.3367,0.86,11.63,14.38
R1149,054,1,33.266,0.7163944763425732,0.4567,0.85,8.68,4.54
R1149,054,2,26.613,0.7023290250929518,0.325,0.86,21.1,7.06
R1149,054,3,24.395,0.6810474979478183,0.2817,0.83,16.82,120.49
R1149,054,4,28.024,0.6966481031402405,0.3248,0.87,19.33,111.95
R1149,054,5,22.984,0.6449250752466642,0.2916,0.82,15.07,9.08
R1149,076,1,30.645,0.7372249674065251,0.3479,0.9,13.71,3.28
R1149,076,2,27.823,0.7368604033543112,0.3362,0.88,14.63,4.79
R1149,076,3,29.839,0.7012069533695832,0.3186,0.9,21.11,3.53
R1149,076,4,26.008,0.6859402131893482,0.2793,0.88,18.15,3.53
R1149,076,5,38.508,0.7460380820550789,0.5147,0.87,11.26,7.06
R1149,081,1,26.411,0.6511218593571441,0.3107,0.82,19.39,11.35
R1149,081,2,22.581,0.6104352002015399,0.3354,0.82,18.18,16.65
R1149,081,3,25.605,0.6264546347116483,0.2958,0.8,19.51,12.36
R1149,081,4,31.452,0.6786090231614866,0.3757,0.82,19.07,13.87
R1149,081,5,25.605,0.6441451003701573,0.3218,0.84,24.62,14.88
R1149,091,1,10.081,0.3155048367107148,0.1657,0.62,79.75,0.25
R1149,091,2,9.879,0.3119799127621561,0.1417,0.57,81.37,0.5
R1149,091,3,10.887,0.3041099969418468,0.1651,0.58,82.0,0.5
R1149,091,4,8.669,0.2957419240612274,0.1568,0.59,81.62,7.31
R1149,091,5,9.476,0.287499396417132,0.1383,0.55,88.29,1.77
R1149,097,1,13.105,0.2436358222408215,0.2582,0.4,32.59,0.76
R1149,097,2,9.879,0.2294966923658838,0.2846,0.33,30.11,0.0
R1149,110,1,28.629,0.6752885126108581,0.3402,0.84,21.71,24.21
R1149,110,2,44.153,0.7029487035039997,0.5363,0.88,6.88,33.54
R1149,110,3,29.435,0.6826978528968148,0.3219,0.83,17.83,15.13
R1149,110,4,32.661,0.6634512402245967,0.3605,0.84,14.06,31.53
R1149,119,1,34.476,0.721538251058282,0.4115,0.86,14.85,2.02
R1149,119,2,28.629,0.7303199793977048,0.3052,0.87,20.62,2.77
R1149,119,3,27.016,0.7251869754845617,0.4332,0.86,13.14,4.79
R1149,119,4,23.992,0.6733778400592023,0.3005,0.84,22.22,4.79
R1149,119,5,33.266,0.710194677321311,0.4064,0.83,13.89,6.31
R1149,125,1,25.806,0.6637496177308503,0.3229,0.82,21.72,7.06
R1149,125,2,31.452,0.7161518775451078,0.3804,0.87,16.55,7.56
R1149,125,3,34.476,0.7202705742930656,0.475,0.86,7.66,5.55
R1149,125,4,27.419,0.652522171610681,0.2897,0.82,14.68,6.3
R1149,125,5,25.0,0.6376354037566998,0.324,0.85,18.73,136.95
R1149,128,1,42.137,0.5811751312218333,0.5315,0.8,7.36,103.68
R1149,128,2,29.032,0.7122704373159072,0.3071,0.88,19.54,1.01
R1149,128,3,28.629,0.6855631025768965,0.374,0.86,13.59,0.25
R1149,128,4,30.444,0.7201958827600637,0.4559,0.86,9.29,0.76
R1149,128,5,28.629,0.7128740201838111,0.3536,0.88,20.05,0.25
R1149,131,1,9.677,0.3358882325484073,0.1691,0.66,44.58,97.58
R1149,131,2,11.694,0.3194490495581773,0.2709,0.62,39.81,113.35
R1149,131,3,13.911,0.3367058861401278,0.2291,0.58,36.77,99.8
R1149,131,4,13.105,0.3701693251138759,0.2281,0.66,34.36,120.46
R1149,131,5,9.677,0.3155861192035925,0.2357,0.55,34.11,132.68
R1149,147,1,26.21,0.6970569299361007,0.3471,0.88,16.91,0.25
R1149,147,2,28.831,0.6818755782856128,0.3675,0.88,17.25,0.25
R1149,147,3,27.823,0.6971366028746641,0.353,0.9,17.54,0.5
R1149,147,4,27.419,0.6708614334690725,0.3497,0.88,20.1,0.76
R1149,147,5,30.847,0.7002615525760917,0.373,0.9,18.15,0.25
R1149,177,1,10.484,0.3567931239839688,0.1734,0.43,28.44,370.82
R1149,185,1,31.048,0.703965941830707,0.3509,0.87,20.95,0.5
R1149,185,2,29.435,0.6857216436768658,0.3514,0.84,20.44,0.25
R1149,185,3,30.645,0.7054781181090956,0.3523,0.89,21.04,0.76
R1149,185,4,27.823,0.6714843309887493,0.3238,0.85,21.41,0.25
R1149,185,5,27.218,0.6856550312432665,0.3085,0.85,19.63,0.25
R1149,227,1,30.04,0.6878655700236604,0.3714,0.87,18.45,0.25
R1149,227,2,28.024,0.6802801437317009,0.3365,0.87,18.91,0.0
R1149,227,3,31.653,0.6798990809444865,0.3773,0.88,18.87,0.25
R1149,227,4,28.024,0.6901062461183568,0.3519,0.88,16.08,0.0
R1149,227,5,28.831,0.6866270179787217,0.3542,0.91,18.98,0.0
R1149,229,1,27.823,0.6731006882390965,0.342,0.83,14.62,12.61
R1149,229,2,26.815,0.6353917132463845,0.395,0.82,13.93,7.06
R1149,229,3,28.226,0.6718348002708192,0.3621,0.85,16.15,6.05
R1149,229,4,26.613,0.6488816114681166,0.2951,0.81,15.61,6.81
R1149,229,5,26.613,0.6568009556763882,0.3023,0.84,14.36,4.04
R1149,232,1,25.403,0.6676729063722255,0.2966,0.85,18.61,19.17
R1149,232,2,25.0,0.6648151426869899,0.2934,0.85,17.88,17.4
R1149,232,3,25.0,0.6645157655845096,0.295,0.85,17.84,17.91
R1149,232,4,31.653,0.708445331487711,0.3813,0.88,24.15,20.18
R1149,232,5,31.855,0.7074820132305365,0.4276,0.88,10.46,20.93
R1149,235,1,27.218,0.6515419530332051,0.3521,0.81,21.03,129.98
R1149,235,2,28.226,0.6651676350818458,0.3619,0.82,18.5,149.91
R1149,235,3,24.194,0.6436929614189831,0.3336,0.84,18.4,138.67
R1149,235,4,26.411,0.6395378969563328,0.3312,0.85,19.92,146.14
R1149,235,5,26.411,0.6617795232500121,0.3214,0.82,20.52,138.42
R1149,238,1,27.823,0.6477630645018189,0.3373,0.77,17.44,140.69
R1149,238,2,22.782,0.546970258691712,0.2964,0.7,16.75,275.03
R1149,239,1,27.621,0.668809492122641,0.3487,0.83,14.97,7.57
R1149,239,2,26.008,0.6501324511705134,0.2859,0.84,16.82,6.56
R1149,239,3,24.597,0.6435963881601184,0.277,0.83,15.74,7.82
R1149,239,4,25.403,0.604223703055883,0.3222,0.76,15.63,8.07
R1149,239,5,25.0,0.6587817283394228,0.3064,0.85,18.11,1.77
R1149,245,1,12.702,0.38898581982649,0.2467,0.56,22.12,8.07
R1149,245,2,13.71,0.4476283217177164,0.2092,0.68,23.15,14.37
R1149,245,3,14.516,0.451243380707882,0.2448,0.68,17.02,14.62
R1149,245,4,17.944,0.4709508039840336,0.2324,0.64,18.79,13.86
R1149,245,5,11.29,0.3686820969273608,0.2066,0.57,25.68,13.11
R1149,248,1,31.452,0.7067593233433662,0.3375,0.84,14.48,16.65
R1149,248,2,29.839,0.7127170886381561,0.3711,0.86,25.29,14.88
R1149,248,3,33.669,0.7300407217241546,0.4571,0.88,15.58,15.89
R1149,248,4,28.831,0.6993199633021616,0.3874,0.87,18.39,17.4
R1149,248,5,26.008,0.6480854351430089,0.3164,0.82,20.65,16.14
R1149,287,1,29.435,0.674511501944545,0.3653,0.79,14.23,2.52
R1149,287,2,29.637,0.6894828066973395,0.3787,0.86,18.95,1.77
R1149,287,3,31.25,0.7006124923241643,0.3971,0.86,16.09,2.27
R1149,287,4,30.242,0.6965193387950877,0.3666,0.85,14.01,0.5
R1149,287,5,23.992,0.6470879060320259,0.3272,0.8,22.02,0.76
R1149,385,1,13.105,0.4102834425147676,0.2439,0.62,22.23,5.81
R1149,385,2,13.71,0.4489272320494455,0.209,0.67,23.15,10.59
R1149,385,3,14.919,0.4608532247420689,0.2509,0.64,16.95,44.92
R1149,385,4,17.54,0.486984052532833,0.2316,0.67,18.93,5.3
R1149,385,5,11.089,0.3764659015918492,0.2053,0.53,25.67,29.55
R1149,392,1,28.427,0.6308342320011588,0.334,0.81,14.7,0.76
R1149,392,2,20.565,0.5458441307601924,0.2647,0.73,21.42,0.76
R1149,392,3,11.492,0.3331093370245779,0.2672,0.51,32.22,3.78
R1149,392,4,25.605,0.6484097603373626,0.3232,0.86,12.7,17.15
R1149,392,5,27.016,0.6609578457725056,0.3654,0.86,24.22,69.36
R1149,416,1,27.016,0.6626961644320688,0.3273,0.88,17.21,81.97
R1149,416,2,24.798,0.6557517423425453,0.3128,0.88,14.75,19.92
R1149,416,3,34.476,0.7202705742930656,0.475,0.86,7.66,5.55
R1149,416,4,27.419,0.652522171610681,0.2897,0.82,14.68,6.3
R1149,416,5,25.0,0.6376354037566998,0.324,0.85,18.73,136.95
R1149,434,1,26.815,0.6627162838609989,0.3594,0.86,16.44,0.0
R1149,434,2,30.242,0.6948252828791708,0.3616,0.86,17.29,0.5
R1149,434,3,26.008,0.6809420721402244,0.3273,0.88,16.58,0.76
R1149,434,4,28.226,0.6798934475043861,0.3716,0.88,18.41,0.25
R1149,434,5,26.411,0.6806636192438313,0.3209,0.89,18.22,0.0
R1149,470,1,25.202,0.6428487501810749,0.2802,0.8,17.66,100.3
R1149,470,2,25.806,0.6488242205733232,0.2937,0.81,16.57,82.43
R1149,470,3,25.605,0.6433871059736112,0.28,0.84,17.9,95.03
R1149,470,4,25.202,0.6471213121086771,0.2851,0.82,17.36,98.49
R1149,470,5,25.605,0.6398879750197171,0.3061,0.85,15.33,105.91
R1149,489,1,25.202,0.6428487501810749,0.2802,0.8,17.66,100.3
R1149,489,2,25.806,0.6488242205733232,0.2937,0.81,16.57,82.43
R1149,489,3,25.605,0.6433871059736112,0.28,0.84,17.9,95.03
R1149,489,4,25.202,0.6471213121086771,0.2851,0.82,17.36,98.49
R1149,489,5,25.605,0.6398879750197171,0.3061,0.85,15.33,105.91
R1156,029,1,12.963,0.324393766759889,0.3325,0.45,25.0,26.1
R1156,029,2,10.185,0.2905571113253067,0.2302,0.33,27.42,26.56
R1156,029,3,14.63,0.3886748490228864,0.2631,0.55,26.95,23.09
R1156,029,4,11.667,0.3056874287884542,0.2837,0.4,25.08,23.78
R1156,029,5,12.222,0.347368746157338,0.2799,0.51,35.75,7.39
R1156,035,1,28.333,0.6942425270770477,0.365,0.89,19.18,15.94
R1156,035,2,33.148,0.722255650676142,0.4017,0.87,16.15,17.55
R1156,035,3,31.481,0.7180778932731149,0.3917,0.87,14.99,14.78
R1156,035,4,27.407,0.6796519912890084,0.3715,0.89,20.48,13.86
R1156,035,5,27.222,0.6940122509738612,0.322,0.87,15.45,18.71
R1156,054,1,25.37,0.6777199113419725,0.2974,0.89,25.29,5.77
R1156,054,2,27.037,0.7289903412533753,0.4177,0.9,16.23,8.08
R1156,054,3,29.63,0.6906873194401593,0.3558,0.9,15.7,5.77
R1156,054,4,25.185,0.5578510972057024,0.3458,0.73,20.23,156.85
R1156,054,5,28.704,0.6811598344726674,0.3498,0.86,20.87,7.39
R1156,076,1,22.037,0.6712400303835928,0.3206,0.87,19.72,8.31
R1156,076,2,24.074,0.6667213245652558,0.3284,0.86,21.03,6.7
R1156,076,3,23.148,0.5760406024035177,0.33,0.76,25.85,4.62
R1156,076,4,25.741,0.6879519255041652,0.3883,0.86,12.22,5.54
R1156,076,5,23.333,0.6940407853682922,0.3134,0.88,26.04,4.85
R1156,081,1,22.222,0.6451677939646202,0.3038,0.85,23.72,17.32
R1156,081,2,20.185,0.6308857655639132,0.2888,0.84,23.61,19.17
R1156,081,3,19.815,0.6153680846215309,0.2631,0.83,21.62,16.4
R1156,081,4,25.185,0.6579788446172617,0.3529,0.85,17.06,16.17
R1156,081,5,19.259,0.6299798369068257,0.2455,0.84,24.51,16.4
R1156,091,1,10.741,0.311197445312096,0.157,0.63,86.93,0.46
R1156,091,2,11.296,0.3025605945516694,0.1478,0.59,92.69,7.16
R1156,091,3,9.815,0.3027141404216442,0.1655,0.6,97.37,7.62
R1156,091,4,8.889,0.3012927146001046,0.1389,0.61,99.97,0.46
R1156,091,5,8.333,0.3059247384116805,0.1308,0.62,103.25,0.92
R1156,097,1,9.444,0.2291777996127171,0.1843,0.4,36.12,0.92
R1156,097,2,9.074,0.2136074767429165,0.1785,0.34,35.65,0.0
R1156,097,3,9.444,0.2224980319824401,0.1908,0.37,33.41,0.69
R1156,110,1,35.741,0.7261482017778238,0.4253,0.88,12.9,29.79
R1156,110,2,34.074,0.722635936862549,0.4069,0.9,25.95,26.79
R1156,110,3,35.37,0.7168564202603321,0.4196,0.89,24.12,20.79
R1156,110,4,31.667,0.6675558658415358,0.3653,0.87,13.95,47.58
R1156,110,5,28.333,0.6454048155856168,0.3348,0.84,17.26,100.51
R1156,119,1,25.0,0.6943579706136365,0.3193,0.89,25.42,7.62
R1156,119,2,31.111,0.7175208116545265,0.4026,0.88,12.82,5.77
R1156,119,3,35.741,0.7169959614364776,0.4242,0.88,12.14,7.85
R1156,119,4,31.481,0.7197302464619676,0.3784,0.88,14.85,5.08
R1156,119,5,25.556,0.6042970298736446,0.3416,0.78,18.1,4.16
R1156,125,1,19.815,0.551839306338453,0.2824,0.76,26.91,4.85
R1156,125,2,22.407,0.5751425669532392,0.3464,0.77,25.72,6.0
R1156,125,3,23.519,0.6736130199422209,0.321,0.89,16.83,8.77
R1156,125,4,25.185,0.5578510972057024,0.3458,0.73,20.23,156.85
R1156,125,5,22.407,0.6755660233130356,0.2813,0.88,22.9,133.23
R1156,128,1,36.481,0.7070611168765601,0.4705,0.88,7.45,0.23
R1156,128,2,25.926,0.7030965391621129,0.3644,0.87,17.27,0.23
R1156,128,3,22.037,0.708470632443057,0.2904,0.87,26.15,0.69
R1156,128,4,20.741,0.5623545534467601,0.3248,0.76,23.6,0.23
R1156,128,5,46.667,0.6544477724453038,0.6636,0.83,5.37,1.62
R1156,131,1,11.852,0.345619647333366,0.1983,0.66,72.95,84.53
R1156,131,2,12.222,0.3413771767631168,0.178,0.63,37.5,86.39
R1156,131,3,12.222,0.3658108649938126,0.2305,0.67,61.27,88.89
R1156,131,4,12.407,0.3401703987174846,0.2657,0.58,45.47,133.7
R1156,131,5,12.407,0.3354529026104245,0.2464,0.57,39.54,108.21
R1156,147,1,19.63,0.5494493369832667,0.2938,0.75,25.09,0.23
R1156,147,2,24.815,0.5732435923994982,0.3588,0.73,18.87,0.23
R1156,147,3,22.037,0.5573684528536409,0.2828,0.74,24.96,0.23
R1156,147,4,19.259,0.5509169745307231,0.292,0.76,21.05,0.0
R1156,147,5,19.074,0.5241529422596646,0.3045,0.75,24.02,0.92
R1156,177,1,11.111,0.3891150711064863,0.2269,0.48,23.02,310.55
R1156,185,1,21.667,0.5924932340418196,0.3,0.8,19.41,0.46
R1156,185,2,19.444,0.5245026731230152,0.2769,0.75,22.94,0.23
R1156,185,3,20.185,0.5575641047773596,0.2865,0.75,20.03,0.23
R1156,185,4,19.259,0.508584947461704,0.2699,0.73,21.98,0.46
R1156,185,5,20.185,0.4206716542264972,0.3316,0.6,24.68,0.46
R1156,227,1,23.519,0.5675653707603955,0.3525,0.74,27.32,0.23
R1156,227,2,19.63,0.5452711217760591,0.2898,0.72,21.59,0.46
R1156,227,3,20.185,0.555588407519478,0.3954,0.73,17.74,0.46
R1156,227,4,26.481,0.5497567298507291,0.3852,0.73,23.44,0.69
R1156,227,5,22.037,0.5539892887354535,0.2995,0.73,24.21,0.46
R1156,229,1,32.037,0.594097319375896,0.3959,0.75,16.56,36.49
R1156,229,2,26.481,0.5862120061227544,0.3429,0.73,19.02,31.18
R1156,229,3,22.963,0.5422843656088213,0.3157,0.76,18.6,9.93
R1156,229,4,25.556,0.5421313399854988,0.3668,0.74,17.49,13.63
R1156,229,5,22.037,0.5511743054694193,0.3261,0.74,20.65,15.24
R1156,232,1,23.889,0.6636403052375998,0.3057,0.87,25.25,15.01
R1156,232,2,23.889,0.6634358018268008,0.3081,0.87,25.63,15.24
R1156,232,3,35.0,0.7005772290287051,0.4711,0.88,7.61,14.78
R1156,232,4,24.259,0.6577419398702764,0.3064,0.87,20.59,20.09
R1156,232,5,23.889,0.6567399410336455,0.3124,0.86,22.6,14.55
R1156,235,1,27.963,0.5694207420431757,0.3548,0.77,20.56,129.56
R1156,235,2,28.148,0.5741058576814462,0.3715,0.77,20.05,139.63
R1156,235,3,22.593,0.5596925387563443,0.342,0.76,19.93,142.86
R1156,235,4,20.185,0.5753482891965611,0.278,0.76,22.62,117.73
R1156,235,5,22.778,0.5955515620600691,0.3347,0.77,19.74,143.02
R1156,238,1,25.926,0.5501582182633202,0.4125,0.69,22.41,232.97
R1156,238,2,22.963,0.4357932403158019,0.3119,0.56,20.07,375.18
R1156,238,3,26.296,0.5485255557831155,0.3978,0.68,22.74,248.83
R1156,238,4,26.852,0.5296662849428713,0.39,0.65,22.1,257.47
R1156,238,5,25.926,0.5361320322032578,0.3827,0.69,22.91,257.7
R1156,239,1,32.037,0.594097319375896,0.3959,0.75,16.56,36.49
R1156,239,2,26.852,0.5855890849244438,0.3228,0.74,25.06,25.17
R1156,239,3,22.037,0.5511743054694193,0.3261,0.74,20.65,15.24
R1156,239,4,22.778,0.5532383856512495,0.2861,0.76,26.25,14.78
R1156,239,5,22.963,0.5422843656088213,0.3157,0.76,18.6,9.93
R1156,245,1,14.259,0.3729335815621175,0.2051,0.66,25.11,5.54
R1156,245,2,15.37,0.3824138238150236,0.2655,0.66,20.58,9.93
R1156,245,3,12.222,0.364118347837876,0.1851,0.64,30.59,9.47
R1156,245,4,14.815,0.3947935085801317,0.2824,0.62,25.3,10.16
R1156,245,5,11.481,0.3617352743445208,0.2032,0.62,29.05,9.0
R1156,248,1,28.333,0.6942425270770477,0.365,0.89,19.18,15.94
R1156,248,2,33.148,0.722255650676142,0.4017,0.87,16.15,17.55
R1156,248,3,28.333,0.7171161503852718,0.3554,0.89,15.31,15.24
R1156,248,4,27.222,0.6940122509738612,0.322,0.87,15.45,18.71
R1156,248,5,12.037,0.3315412186379928,0.295,0.5,30.67,15.01
R1156,287,1,36.481,0.7092805225049634,0.4878,0.89,11.02,0.23
R1156,287,2,22.222,0.651063696014998,0.3497,0.88,22.92,0.0
R1156,287,3,23.519,0.6476940975835357,0.3197,0.86,25.38,0.23
R1156,287,4,21.667,0.6574710212853517,0.3243,0.88,24.68,0.23
R1156,287,5,25.926,0.695042590568057,0.3205,0.86,21.12,0.0
R1156,385,1,14.259,0.3729335815621175,0.2051,0.66,25.11,5.54
R1156,392,1,20.741,0.6179124754306856,0.2461,0.85,22.76,0.0
R1156,392,2,32.778,0.6945033413203243,0.4094,0.87,24.48,0.46
R1156,392,3,21.667,0.649304110301769,0.325,0.83,14.9,0.0
R1156,392,4,21.852,0.6176659024437894,0.2913,0.81,24.59,0.0
R1156,392,5,23.333,0.6243241157776812,0.2918,0.81,14.81,0.0
R1156,416,1,27.407,0.6463084587405837,0.3332,0.84,17.65,15.7
R1156,416,2,19.815,0.551839306338453,0.2824,0.76,26.91,4.85
R1156,416,3,27.222,0.6251049259676986,0.3829,0.85,22.88,68.13
R1156,416,4,25.926,0.5900547597294766,0.3656,0.83,21.07,65.13
R1156,416,5,25.185,0.5578510972057024,0.3458,0.73,20.23,156.85
R1156,434,1,21.296,0.5512967694414713,0.3359,0.74,20.58,0.69
R1156,434,2,23.889,0.5728249548274235,0.3173,0.75,24.8,0.69
R1156,434,3,26.852,0.5777781134550979,0.4152,0.76,16.64,0.23
R1156,434,4,25.926,0.5467011071597095,0.3353,0.74,31.66,0.69
R1156,434,5,20.37,0.538186029630307,0.2638,0.74,22.05,0.92
R1156,439,1,26.481,0.5862120061227544,0.3429,0.73,19.02,31.18
R1156,439,2,23.333,0.6344754278527603,0.3685,0.78,14.09,16.4
R1156,439,3,24.074,0.6418721677200128,0.3488,0.81,23.91,16.17
R1156,439,4,32.037,0.594097319375896,0.3959,0.75,16.56,36.49
R1156,439,5,23.148,0.5525433311466353,0.315,0.69,21.01,55.43
R1156,470,1,26.481,0.6409775732188723,0.3275,0.83,15.68,132.46
R1156,470,2,26.296,0.6437083771468629,0.3318,0.83,15.78,103.81
R1156,470,3,26.852,0.6505303591847523,0.3358,0.86,15.44,117.97
R1156,470,4,26.296,0.6415212919388852,0.3338,0.85,15.76,120.8
R1156,470,5,26.667,0.6432036940686785,0.3277,0.83,15.57,113.98
R1156,489,1,26.481,0.6409775732188723,0.3275,0.83,15.68,132.46
R1156,489,2,26.296,0.6437083771468629,0.3318,0.83,15.78,103.81
R1156,489,3,26.852,0.6505303591847523,0.3358,0.86,15.44,117.97
R1156,489,4,26.296,0.6415212919388852,0.3338,0.85,15.76,120.8
R1156,489,5,26.667,0.6432036940686785,0.3277,0.83,15.57,113.98
R1189,029,1,13.983,0.3350584404256556,0.1688,0.42,30.67,39.44
R1189,029,2,8.686,0.3101577794576573,0.2054,0.31,22.81,0.26
R1189,029,3,10.169,0.3125748677094842,0.1857,0.39,30.0,0.52
R1189,035,1,18.644,0.503730301796825,0.2178,0.64,28.0,10.71
R1189,035,2,18.644,0.5037235176678103,0.2178,0.64,28.0,10.45
R1189,035,3,19.703,0.521177143300188,0.2609,0.65,24.87,14.36
R1189,035,4,18.856,0.455929328758892,0.2193,0.58,22.17,14.1
R1189,035,5,18.856,0.4559322362427555,0.2193,0.58,22.17,13.84
R1189,054,1,18.22,0.4943488205307127,0.1958,0.66,29.18,6.53
R1189,054,2,18.22,0.4943488205307127,0.1958,0.66,29.18,6.53
R1189,054,3,18.22,0.4943488205307127,0.1958,0.66,29.18,6.53
R1189,054,4,18.22,0.4943488205307127,0.1958,0.66,29.18,6.53
R1189,054,5,17.585,0.5086749626872904,0.1958,0.67,28.91,7.57
R1189,076,1,21.186,0.4936151654358318,0.235,0.6,27.16,3.92
R1189,076,2,20.975,0.4822275203039289,0.2363,0.6,27.47,4.18
R1189,076,3,20.763,0.4806497257273555,0.2384,0.56,29.68,3.14
R1189,076,4,19.915,0.4733645403268012,0.2464,0.58,27.22,8.1
R1189,076,5,18.432,0.5053032505669593,0.2571,0.65,26.48,4.18
R1189,081,1,21.398,0.5424812467290806,0.2755,0.68,20.32,12.54
R1189,081,2,21.186,0.5335455796553662,0.2619,0.68,18.7,10.45
R1189,081,3,19.492,0.5397075071233355,0.2306,0.67,20.39,10.71
R1189,081,4,19.28,0.5357630206819018,0.1967,0.67,20.86,10.19
R1189,081,5,19.068,0.5366730631311663,0.2578,0.68,23.44,9.66
R1189,097,1,15.254,0.4110154871973794,0.1768,0.55,32.53,0.26
R1189,097,2,14.407,0.3876199337093679,0.1857,0.43,27.29,0.52
R1189,119,1,18.22,0.5316886666279003,0.2366,0.71,22.41,3.13
R1189,119,2,19.492,0.5464073191060457,0.2525,0.73,19.36,0.78
R1189,119,3,19.915,0.5512637863193193,0.2347,0.72,19.7,2.35
R1189,119,4,20.127,0.5499098680002326,0.2315,0.76,21.07,1.57
R1189,119,5,19.492,0.519977321625865,0.2484,0.68,21.31,1.04
R1189,125,1,18.22,0.4943488205307127,0.1958,0.66,29.18,6.53
R1189,125,2,18.22,0.4943488205307127,0.1958,0.66,29.18,6.53
R1189,125,3,18.22,0.4943488205307127,0.1958,0.66,29.18,6.53
R1189,125,4,18.22,0.4943488205307127,0.1958,0.66,29.18,6.53
R1189,125,5,18.22,0.4943488205307127,0.1958,0.66,29.18,6.51
R1189,131,1,20.975,0.5251167839351825,0.2512,0.7,24.91,6.27
R1189,131,2,20.763,0.5301215328254928,0.2807,0.67,26.44,6.53
R1189,131,3,21.398,0.5265036537380551,0.2609,0.69,25.93,5.74
R1189,131,4,20.975,0.5383681262235661,0.2557,0.74,27.5,7.31
R1189,131,5,21.186,0.5364472485511039,0.2574,0.7,22.41,6.01
R1189,147,1,16.737,0.4021515380589637,0.2409,0.44,30.43,1.04
R1189,147,2,19.492,0.4749917621290535,0.2732,0.63,23.75,1.57
R1189,147,3,18.432,0.455060960245004,0.2244,0.54,19.32,1.31
R1189,147,4,15.89,0.4406960516369134,0.2071,0.48,18.93,1.57
R1189,147,5,15.89,0.4564662441123451,0.2202,0.59,26.13,2.35
R1189,177,1,13.136,0.4234604872942955,0.232,0.52,24.94,273.99
R1189,177,2,11.017,0.4083648310751875,0.1401,0.48,28.46,302.58
R1189,177,3,12.924,0.415736271830358,0.2285,0.56,24.82,289.2
R1189,185,1,14.831,0.4566988428214223,0.1986,0.63,30.34,0.0
R1189,185,2,15.254,0.4284584520555911,0.1682,0.62,29.3,0.52
R1189,185,3,16.525,0.4552945281153689,0.1743,0.64,29.6,0.0
R1189,185,4,14.619,0.4329291930763118,0.1798,0.64,29.23,0.52
R1189,185,5,15.678,0.4576951406253028,0.1702,0.64,26.23,0.52
R1189,227,1,16.737,0.4863454866158826,0.2264,0.63,26.11,1.04
R1189,227,2,16.102,0.4341067240410149,0.2689,0.56,23.29,0.26
R1189,227,3,15.678,0.4500523347095423,0.195,0.54,27.27,0.78
R1189,227,4,17.373,0.4576534666899265,0.2499,0.64,26.94,0.26
R1189,227,5,17.373,0.4516369134151305,0.2458,0.51,28.34,1.04
